+-----------------------------------------------------------------------+
| Index | Dimensions |  QueryType |       v |           l |           r |
|  6204 |        100 |          1 |       5 |          -  |          -  |
|  6205 |        100 |          2 |      -  |  0.60736841 |  0.67504734 |
|  6206 |        100 |          3 |       5 |  0.07731273 |  0.30874872 |
|  6207 |        100 |          0 |      -  |          -  |          -  |
|  6208 |        100 |          1 |       0 |          -  |          -  |
|  6209 |        100 |          2 |      -  |  0.86494273 |  0.94844741 |
|  6210 |        100 |          3 |      26 |  0.03941876 |  0.84780192 |
|  6211 |        100 |          0 |      -  |          -  |          -  |
|  6212 |        100 |          1 |       0 |          -  |          -  |
|  6213 |        100 |          2 |      -  |  0.29418752 |  0.80825001 |
|  6214 |        100 |          3 |       5 |  0.36342451 |  0.66579974 |
|  6215 |        100 |          0 |      -  |          -  |          -  |
|  6216 |        100 |          1 |       0 |          -  |          -  |
|  6217 |        100 |          2 |      -  |  0.23450069 |  0.53710890 |
|  6218 |        100 |          3 |       6 |  0.79814625 |  0.87102681 |
|  6219 |        100 |          0 |      -  |          -  |          -  |
|  6220 |        100 |          1 |      16 |          -  |          -  |
|  6221 |        100 |          2 |      -  |  0.87552047 |  0.94809645 |
|  6222 |        100 |          3 |       5 |  0.26304722 |  0.26989067 |
|  6223 |        100 |          0 |      -  |          -  |          -  |
|  6224 |        100 |          1 |       0 |          -  |          -  |
|  6225 |        100 |          2 |      -  |  0.08765249 |  0.27091929 |
|  6226 |        100 |          3 |       0 |  0.18206672 |  0.18783815 |
|  6227 |        100 |          0 |      -  |          -  |          -  |
|  6228 |        100 |          1 |       5 |          -  |          -  |
|  6229 |        100 |          2 |      -  |  0.34635022 |  0.56169516 |
|  6230 |        100 |          3 |       5 |  0.31790352 |  0.76461589 |
|  6231 |        100 |          0 |      -  |          -  |          -  |
|  6232 |        100 |          1 |       5 |          -  |          -  |
|  6233 |        100 |          2 |      -  |  0.39662308 |  0.74356121 |
|  6234 |        100 |          3 |       5 |  0.20088765 |  0.70586896 |
|  6235 |        100 |          0 |      -  |          -  |          -  |
|  6236 |        100 |          1 |       5 |          -  |          -  |
|  6237 |        100 |          2 |      -  |  0.19184175 |  0.19737618 |
|  6238 |        100 |          3 |       5 |  0.31089571 |  0.85889196 |
|  6239 |        100 |          0 |      -  |          -  |          -  |
|  6240 |        100 |          1 |       0 |          -  |          -  |
|  6241 |        100 |          2 |      -  |  0.09562337 |  0.14768927 |
|  6242 |        100 |          3 |       5 |  0.04188647 |  0.57709742 |
|  6243 |        100 |          0 |      -  |          -  |          -  |
|  6244 |        100 |          1 |      11 |          -  |          -  |
|  6245 |        100 |          2 |      -  |  0.06405146 |  0.57983541 |
|  6246 |        100 |          3 |       0 |  0.22358611 |  0.26278403 |
|  6247 |        100 |          0 |      -  |          -  |          -  |
|  6248 |        100 |          1 |       2 |          -  |          -  |
|  6249 |        100 |          2 |      -  |  0.47192693 |  0.84733701 |
|  6250 |        100 |          3 |       0 |  0.23779333 |  0.95693666 |
|  6251 |        100 |          0 |      -  |          -  |          -  |
|  6252 |        100 |          1 |       2 |          -  |          -  |
|  6253 |        100 |          2 |      -  |  0.04390239 |  0.39311159 |
|  6254 |        100 |          3 |       5 |  0.00873933 |  0.52618927 |
|  6255 |        100 |          0 |      -  |          -  |          -  |
|  6256 |        100 |          1 |       6 |          -  |          -  |
|  6257 |        100 |          2 |      -  |  0.00148345 |  0.05176334 |
|  6258 |        100 |          3 |      26 |  0.64763230 |  0.99051845 |
|  6259 |        100 |          0 |      -  |          -  |          -  |
|  6260 |        100 |          1 |      57 |          -  |          -  |
|  6261 |        100 |          2 |      -  |  0.29077893 |  0.62978452 |
|  6262 |        100 |          3 |       6 |  0.75439411 |  0.80410928 |
|  6263 |        100 |          0 |      -  |          -  |          -  |
|  6264 |        100 |          1 |       0 |          -  |          -  |
|  6265 |        100 |          2 |      -  |  0.15131165 |  0.70749259 |
|  6266 |        100 |          3 |       5 |  0.00633919 |  0.09490535 |
|  6267 |        100 |          0 |      -  |          -  |          -  |
|  6268 |        100 |          1 |      11 |          -  |          -  |
|  6269 |        100 |          2 |      -  |  0.29387489 |  0.46856976 |
|  6270 |        100 |          3 |       5 |  0.24944106 |  0.56755233 |
|  6271 |        100 |          0 |      -  |          -  |          -  |
|  6272 |        100 |          1 |       0 |          -  |          -  |
|  6273 |        100 |          2 |      -  |  0.07078596 |  0.60968083 |
|  6274 |        100 |          3 |       5 |  0.13160934 |  0.72618747 |
|  6275 |        100 |          0 |      -  |          -  |          -  |
|  6276 |        100 |          1 |       5 |          -  |          -  |
|  6277 |        100 |          2 |      -  |  0.03320159 |  0.71721417 |
|  6278 |        100 |          3 |       5 |  0.17263457 |  0.68053335 |
|  6279 |        100 |          0 |      -  |          -  |          -  |
|  6280 |        100 |          1 |       5 |          -  |          -  |
|  6281 |        100 |          2 |      -  |  0.44438785 |  0.46634007 |
|  6282 |        100 |          3 |       7 |  0.02272267 |  0.55430621 |
|  6283 |        100 |          0 |      -  |          -  |          -  |
|  6284 |        100 |          1 |       5 |          -  |          -  |
|  6285 |        100 |          2 |      -  |  0.50016284 |  0.52644235 |
|  6286 |        100 |          3 |      11 |  0.06017795 |  0.65513426 |
|  6287 |        100 |          0 |      -  |          -  |          -  |
|  6288 |        100 |          1 |       5 |          -  |          -  |
|  6289 |        100 |          2 |      -  |  0.28085062 |  0.29246408 |
|  6290 |        100 |          3 |       0 |  0.32347226 |  0.68982029 |
|  6291 |        100 |          0 |      -  |          -  |          -  |
|  6292 |        100 |          1 |      11 |          -  |          -  |
|  6293 |        100 |          2 |      -  |  0.38332650 |  0.71889222 |
|  6294 |        100 |          3 |      17 |  0.07156752 |  0.11499089 |
|  6295 |        100 |          0 |      -  |          -  |          -  |
|  6296 |        100 |          1 |       5 |          -  |          -  |
|  6297 |        100 |          2 |      -  |  0.90828139 |  0.94108063 |
|  6298 |        100 |          3 |      27 |  0.13511172 |  0.93926436 |
|  6299 |        100 |          0 |      -  |          -  |          -  |
|  6300 |        100 |          1 |       4 |          -  |          -  |
|  6301 |        100 |          2 |      -  |  0.01474674 |  0.69145095 |
|  6302 |        100 |          3 |       5 |  0.01619590 |  0.36056146 |
|  6303 |        100 |          0 |      -  |          -  |          -  |
|  6304 |        100 |          1 |       0 |          -  |          -  |
|  6305 |        100 |          2 |      -  |  0.42726520 |  0.76568085 |
|  6306 |        100 |          3 |       5 |  0.37359786 |  0.91885716 |
|  6307 |        100 |          0 |      -  |          -  |          -  |
|  6308 |        100 |          1 |       0 |          -  |          -  |
|  6309 |        100 |          2 |      -  |  0.08598450 |  0.47544748 |
|  6310 |        100 |          3 |       5 |  0.30611157 |  0.30660370 |
|  6311 |        100 |          0 |      -  |          -  |          -  |
|  6312 |        100 |          1 |       2 |          -  |          -  |
|  6313 |        100 |          2 |      -  |  0.34738693 |  0.48255208 |
|  6314 |        100 |          3 |       5 |  0.84931159 |  0.87817776 |
|  6315 |        100 |          0 |      -  |          -  |          -  |
|  6316 |        100 |          1 |      14 |          -  |          -  |
|  6317 |        100 |          2 |      -  |  0.18541683 |  0.45958337 |
|  6318 |        100 |          3 |       5 |  0.44790536 |  0.62644851 |
|  6319 |        100 |          0 |      -  |          -  |          -  |
|  6320 |        100 |          1 |      11 |          -  |          -  |
|  6321 |        100 |          2 |      -  |  0.87495577 |  0.90854359 |
|  6322 |        100 |          3 |      18 |  0.01454706 |  0.75704640 |
|  6323 |        100 |          0 |      -  |          -  |          -  |
|  6324 |        100 |          1 |       0 |          -  |          -  |
|  6325 |        100 |          2 |      -  |  0.54363364 |  0.64059627 |
|  6326 |        100 |          3 |       5 |  0.51795620 |  0.79214084 |
|  6327 |        100 |          0 |      -  |          -  |          -  |
|  6328 |        100 |          1 |       5 |          -  |          -  |
|  6329 |        100 |          2 |      -  |  0.04906571 |  0.19162089 |
|  6330 |        100 |          3 |       5 |  0.00338036 |  0.91686845 |
|  6331 |        100 |          0 |      -  |          -  |          -  |
|  6332 |        100 |          1 |       5 |          -  |          -  |
|  6333 |        100 |          2 |      -  |  0.14031236 |  0.25797567 |
|  6334 |        100 |          3 |       5 |  0.07276255 |  0.18283315 |
|  6335 |        100 |          0 |      -  |          -  |          -  |
|  6336 |        100 |          1 |       5 |          -  |          -  |
|  6337 |        100 |          2 |      -  |  0.31775227 |  0.37097788 |
|  6338 |        100 |          3 |      16 |  0.16285552 |  0.31543684 |
|  6339 |        100 |          0 |      -  |          -  |          -  |
|  6340 |        100 |          1 |       0 |          -  |          -  |
|  6341 |        100 |          2 |      -  |  0.27507615 |  0.90839535 |
|  6342 |        100 |          3 |      14 |  0.12169515 |  0.59376627 |
|  6343 |        100 |          0 |      -  |          -  |          -  |
|  6344 |        100 |          1 |       2 |          -  |          -  |
|  6345 |        100 |          2 |      -  |  0.66759175 |  0.67634624 |
|  6346 |        100 |          3 |       0 |  0.11402579 |  0.17728257 |
|  6347 |        100 |          0 |      -  |          -  |          -  |
|  6348 |        100 |          1 |      16 |          -  |          -  |
|  6349 |        100 |          2 |      -  |  0.40315688 |  0.96559733 |
|  6350 |        100 |          3 |       5 |  0.18002862 |  0.56383008 |
|  6351 |        100 |          0 |      -  |          -  |          -  |
|  6352 |        100 |          1 |       4 |          -  |          -  |
|  6353 |        100 |          2 |      -  |  0.92883688 |  0.95647073 |
|  6354 |        100 |          3 |       5 |  0.08004364 |  0.83515984 |
|  6355 |        100 |          0 |      -  |          -  |          -  |
|  6356 |        100 |          1 |      11 |          -  |          -  |
|  6357 |        100 |          2 |      -  |  0.29272023 |  0.59753996 |
|  6358 |        100 |          3 |       5 |  0.88309103 |  0.99886447 |
|  6359 |        100 |          0 |      -  |          -  |          -  |
|  6360 |        100 |          1 |       9 |          -  |          -  |
|  6361 |        100 |          2 |      -  |  0.18856323 |  0.24832670 |
|  6362 |        100 |          3 |       0 |  0.18724316 |  0.32541555 |
|  6363 |        100 |          0 |      -  |          -  |          -  |
|  6364 |        100 |          1 |       5 |          -  |          -  |
|  6365 |        100 |          2 |      -  |  0.46929082 |  0.47922418 |
|  6366 |        100 |          3 |       4 |  0.01645003 |  0.37669787 |
|  6367 |        100 |          0 |      -  |          -  |          -  |
|  6368 |        100 |          1 |       5 |          -  |          -  |
|  6369 |        100 |          2 |      -  |  0.18094733 |  0.45274600 |
|  6370 |        100 |          3 |       0 |  0.25263083 |  0.44896930 |
|  6371 |        100 |          0 |      -  |          -  |          -  |
|  6372 |        100 |          1 |       7 |          -  |          -  |
|  6373 |        100 |          2 |      -  |  0.06914520 |  0.81542319 |
|  6374 |        100 |          3 |      16 |  0.77730536 |  0.79757142 |
|  6375 |        100 |          0 |      -  |          -  |          -  |
|  6376 |        100 |          1 |       0 |          -  |          -  |
|  6377 |        100 |          2 |      -  |  0.13304438 |  0.48420396 |
|  6378 |        100 |          0 |      -  |          -  |          -  |
|  6379 |        100 |          1 |       0 |          -  |          -  |
|  6380 |        100 |          2 |      -  |  0.38074785 |  0.52162898 |
|  6381 |        100 |          3 |       0 |  0.69046366 |  0.72656161 |
|  6382 |        100 |          0 |      -  |          -  |          -  |
|  6383 |        100 |          1 |       0 |          -  |          -  |
|  6384 |        100 |          2 |      -  |  0.21703111 |  0.59807950 |
|  6385 |        100 |          3 |       4 |  0.46067554 |  0.78813928 |
|  6386 |        100 |          0 |      -  |          -  |          -  |
|  6387 |        100 |          1 |       4 |          -  |          -  |
|  6388 |        100 |          2 |      -  |  0.43169335 |  0.61060357 |
|  6389 |        100 |          0 |      -  |          -  |          -  |
|  6390 |        100 |          1 |       2 |          -  |          -  |
|  6391 |        100 |          2 |      -  |  0.37346172 |  0.64581805 |
|  6392 |        100 |          3 |       5 |  0.07575365 |  0.56128073 |
|  6393 |        100 |          0 |      -  |          -  |          -  |
|  6394 |        100 |          1 |       0 |          -  |          -  |
|  6395 |        100 |          2 |      -  |  0.21500006 |  0.53779364 |
|  6396 |        100 |          3 |       5 |  0.11539730 |  0.19356017 |
|  6397 |        100 |          0 |      -  |          -  |          -  |
|  6398 |        100 |          1 |       0 |          -  |          -  |
|  6399 |        100 |          2 |      -  |  0.41449705 |  0.87678814 |
|  6400 |        100 |          3 |       5 |  0.14674635 |  0.47489887 |
|  6401 |        100 |          0 |      -  |          -  |          -  |
|  6402 |        100 |          1 |       2 |          -  |          -  |
|  6403 |        100 |          2 |      -  |  0.41231877 |  0.59387821 |
|  6404 |        100 |          3 |       2 |  0.36058164 |  0.48988664 |
|  6405 |        100 |          0 |      -  |          -  |          -  |
|  6406 |        100 |          1 |      16 |          -  |          -  |
|  6407 |        100 |          2 |      -  |  0.82178259 |  0.99744153 |
|  6408 |        100 |          3 |       5 |  0.02671517 |  0.70364022 |
|  6409 |        100 |          0 |      -  |          -  |          -  |
|  6410 |        100 |          1 |       4 |          -  |          -  |
|  6411 |        100 |          2 |      -  |  0.54031581 |  0.96847850 |
|  6412 |        100 |          3 |       7 |  0.61780500 |  0.70176250 |
|  6413 |        100 |          0 |      -  |          -  |          -  |
|  6414 |        100 |          1 |      38 |          -  |          -  |
|  6415 |        100 |          2 |      -  |  0.12925155 |  0.49821755 |
|  6416 |        100 |          3 |       5 |  0.12507652 |  0.62120652 |
|  6417 |        100 |          0 |      -  |          -  |          -  |
|  6418 |        100 |          1 |       5 |          -  |          -  |
|  6419 |        100 |          2 |      -  |  0.57903570 |  0.95639110 |
|  6420 |        100 |          3 |       5 |  0.35614038 |  0.40847349 |
|  6421 |        100 |          0 |      -  |          -  |          -  |
|  6422 |        100 |          1 |       0 |          -  |          -  |
|  6423 |        100 |          2 |      -  |  0.61205071 |  0.65849137 |
|  6424 |        100 |          3 |       5 |  0.46258959 |  0.85277665 |
|  6425 |        100 |          0 |      -  |          -  |          -  |
|  6426 |        100 |          1 |       0 |          -  |          -  |
|  6427 |        100 |          2 |      -  |  0.26612303 |  0.28594738 |
|  6428 |        100 |          3 |       5 |  0.38137311 |  0.51008511 |
|  6429 |        100 |          0 |      -  |          -  |          -  |
|  6430 |        100 |          1 |       5 |          -  |          -  |
|  6431 |        100 |          2 |      -  |  0.70350111 |  0.97749513 |
|  6432 |        100 |          3 |       0 |  0.29199010 |  0.97871745 |
|  6433 |        100 |          0 |      -  |          -  |          -  |
|  6434 |        100 |          1 |       5 |          -  |          -  |
|  6435 |        100 |          2 |      -  |  0.25964266 |  0.55048513 |
|  6436 |        100 |          3 |       5 |  0.26029414 |  0.31550643 |
|  6437 |        100 |          0 |      -  |          -  |          -  |
|  6438 |        100 |          1 |       5 |          -  |          -  |
|  6439 |        100 |          2 |      -  |  0.02204700 |  0.98461896 |
|  6440 |        100 |          3 |       0 |  0.85215747 |  0.86314160 |
|  6441 |        100 |          0 |      -  |          -  |          -  |
|  6442 |        100 |          1 |       5 |          -  |          -  |
|  6443 |        100 |          2 |      -  |  0.28212026 |  0.75362569 |
|  6444 |        100 |          3 |       4 |  0.19466846 |  0.84618431 |
|  6445 |        100 |          0 |      -  |          -  |          -  |
|  6446 |        100 |          1 |       5 |          -  |          -  |
|  6447 |        100 |          2 |      -  |  0.00596001 |  0.90916181 |
|  6448 |        100 |          3 |       5 |  0.00513408 |  0.53435475 |
|  6449 |        100 |          0 |      -  |          -  |          -  |
|  6450 |        100 |          1 |       0 |          -  |          -  |
|  6451 |        100 |          2 |      -  |  0.70584774 |  0.80435938 |
|  6452 |        100 |          3 |       5 |  0.39369652 |  0.59944195 |
|  6453 |        100 |          0 |      -  |          -  |          -  |
|  6454 |        100 |          1 |       0 |          -  |          -  |
|  6455 |        100 |          2 |      -  |  0.02389450 |  0.22553951 |
|  6456 |        100 |          3 |       0 |  0.53315270 |  0.94945288 |
|  6457 |        100 |          0 |      -  |          -  |          -  |
|  6458 |        100 |          1 |       0 |          -  |          -  |
|  6459 |        100 |          2 |      -  |  0.22446750 |  0.74772817 |
|  6460 |        100 |          3 |      11 |  0.50154245 |  0.72708899 |
|  6461 |        100 |          0 |      -  |          -  |          -  |
|  6462 |        100 |          1 |       0 |          -  |          -  |
|  6463 |        100 |          2 |      -  |  0.02246652 |  0.90691590 |
|  6464 |        100 |          3 |       4 |  0.30772412 |  0.50320643 |
|  6465 |        100 |          0 |      -  |          -  |          -  |
|  6466 |        100 |          1 |       7 |          -  |          -  |
|  6467 |        100 |          2 |      -  |  0.55260390 |  0.65697569 |
|  6468 |        100 |          3 |       5 |  0.65445048 |  0.86796004 |
|  6469 |        100 |          0 |      -  |          -  |          -  |
|  6470 |        100 |          1 |       5 |          -  |          -  |
|  6471 |        100 |          2 |      -  |  0.14866948 |  0.17920068 |
|  6472 |        100 |          3 |       0 |  0.39013463 |  0.59594357 |
|  6473 |        100 |          0 |      -  |          -  |          -  |
|  6474 |        100 |          1 |       0 |          -  |          -  |
|  6475 |        100 |          2 |      -  |  0.36952367 |  0.94511950 |
|  6476 |        100 |          3 |       6 |  0.00216819 |  0.31689304 |
|  6477 |        100 |          0 |      -  |          -  |          -  |
|  6478 |        100 |          1 |       0 |          -  |          -  |
|  6479 |        100 |          2 |      -  |  0.23779231 |  0.35585296 |
|  6480 |        100 |          3 |       9 |  0.20067486 |  0.82656473 |
|  6481 |        100 |          0 |      -  |          -  |          -  |
|  6482 |        100 |          1 |       4 |          -  |          -  |
|  6483 |        100 |          2 |      -  |  0.13116662 |  0.84527469 |
|  6484 |        100 |          3 |       0 |  0.62847453 |  0.97918129 |
|  6485 |        100 |          0 |      -  |          -  |          -  |
|  6486 |        100 |          1 |       6 |          -  |          -  |
|  6487 |        100 |          2 |      -  |  0.14517416 |  0.37303311 |
|  6488 |        100 |          3 |       5 |  0.04025276 |  0.78221959 |
|  6489 |        100 |          0 |      -  |          -  |          -  |
|  6490 |        100 |          1 |       0 |          -  |          -  |
|  6491 |        100 |          2 |      -  |  0.27503684 |  0.65961784 |
|  6492 |        100 |          3 |       0 |  0.05290392 |  0.95249641 |
|  6493 |        100 |          0 |      -  |          -  |          -  |
|  6494 |        100 |          1 |       5 |          -  |          -  |
|  6495 |        100 |          2 |      -  |  0.19155736 |  0.98877782 |
|  6496 |        100 |          3 |       2 |  0.32867792 |  0.52677917 |
|  6497 |        100 |          0 |      -  |          -  |          -  |
|  6498 |        100 |          1 |       0 |          -  |          -  |
|  6499 |        100 |          2 |      -  |  0.25525787 |  0.30574653 |
|  6500 |        100 |          3 |       5 |  0.04020032 |  0.41743571 |
|  6501 |        100 |          0 |      -  |          -  |          -  |
|  6502 |        100 |          1 |       5 |          -  |          -  |
|  6503 |        100 |          2 |      -  |  0.63878804 |  0.65330386 |
|  6504 |        100 |          3 |       0 |  0.19687094 |  0.74408764 |
|  6505 |        100 |          0 |      -  |          -  |          -  |
|  6506 |        100 |          1 |       5 |          -  |          -  |
|  6507 |        100 |          2 |      -  |  0.28629330 |  0.48411420 |
|  6508 |        100 |          3 |       0 |  0.03729797 |  0.12993832 |
|  6509 |        100 |          0 |      -  |          -  |          -  |
|  6510 |        100 |          1 |       5 |          -  |          -  |
|  6511 |        100 |          2 |      -  |  0.01813215 |  0.78979117 |
|  6512 |        100 |          3 |      16 |  0.48161322 |  0.68647826 |
|  6513 |        100 |          0 |      -  |          -  |          -  |
|  6514 |        100 |          1 |       0 |          -  |          -  |
|  6515 |        100 |          2 |      -  |  0.09272808 |  0.83972818 |
|  6516 |        100 |          3 |      17 |  0.14254712 |  0.29326075 |
|  6517 |        100 |          0 |      -  |          -  |          -  |
|  6518 |        100 |          1 |       5 |          -  |          -  |
|  6519 |        100 |          2 |      -  |  0.39105332 |  0.49731699 |
|  6520 |        100 |          3 |      24 |  0.12267537 |  0.33946040 |
|  6521 |        100 |          0 |      -  |          -  |          -  |
|  6522 |        100 |          1 |       2 |          -  |          -  |
|  6523 |        100 |          2 |      -  |  0.54127282 |  0.57399237 |
|  6524 |        100 |          3 |       5 |  0.13011278 |  0.89701080 |
|  6525 |        100 |          0 |      -  |          -  |          -  |
|  6526 |        100 |          1 |      24 |          -  |          -  |
|  6527 |        100 |          2 |      -  |  0.34881893 |  0.89475083 |
|  6528 |        100 |          3 |       0 |  0.03981912 |  0.20875970 |
|  6529 |        100 |          0 |      -  |          -  |          -  |
|  6530 |        100 |          1 |       5 |          -  |          -  |
|  6531 |        100 |          2 |      -  |  0.08822732 |  0.59927350 |
|  6532 |        100 |          3 |       5 |  0.73513049 |  0.94582343 |
|  6533 |        100 |          0 |      -  |          -  |          -  |
|  6534 |        100 |          1 |       5 |          -  |          -  |
|  6535 |        100 |          2 |      -  |  0.51765966 |  0.58496743 |
|  6536 |        100 |          3 |       5 |  0.26079232 |  0.82556230 |
|  6537 |        100 |          0 |      -  |          -  |          -  |
|  6538 |        100 |          1 |       5 |          -  |          -  |
|  6539 |        100 |          2 |      -  |  0.82843643 |  0.83124596 |
|  6540 |        100 |          3 |       5 |  0.39151520 |  0.72809345 |
|  6541 |        100 |          0 |      -  |          -  |          -  |
|  6542 |        100 |          1 |       4 |          -  |          -  |
|  6543 |        100 |          2 |      -  |  0.36507133 |  0.97916919 |
|  6544 |        100 |          3 |       7 |  0.39938524 |  0.57409018 |
|  6545 |        100 |          0 |      -  |          -  |          -  |
|  6546 |        100 |          1 |       0 |          -  |          -  |
|  6547 |        100 |          2 |      -  |  0.84671378 |  0.86179531 |
|  6548 |        100 |          3 |       5 |  0.71846664 |  0.97608435 |
|  6549 |        100 |          0 |      -  |          -  |          -  |
|  6550 |        100 |          1 |      11 |          -  |          -  |
|  6551 |        100 |          2 |      -  |  0.46421927 |  0.74501842 |
|  6552 |        100 |          3 |       5 |  0.73049861 |  0.83537966 |
|  6553 |        100 |          0 |      -  |          -  |          -  |
|  6554 |        100 |          1 |       4 |          -  |          -  |
|  6555 |        100 |          2 |      -  |  0.07607736 |  0.41268080 |
|  6556 |        100 |          3 |       0 |  0.55815446 |  0.81254607 |
|  6557 |        100 |          0 |      -  |          -  |          -  |
|  6558 |        100 |          1 |       2 |          -  |          -  |
|  6559 |        100 |          2 |      -  |  0.58948839 |  0.90250796 |
|  6560 |        100 |          3 |      25 |  0.38153747 |  0.47515100 |
|  6561 |        100 |          0 |      -  |          -  |          -  |
|  6562 |        100 |          1 |       0 |          -  |          -  |
|  6563 |        100 |          2 |      -  |  0.72869045 |  0.82134897 |
|  6564 |        100 |          3 |       5 |  0.20869617 |  0.93720508 |
|  6565 |        100 |          0 |      -  |          -  |          -  |
|  6566 |        100 |          1 |       4 |          -  |          -  |
|  6567 |        100 |          2 |      -  |  0.11434144 |  0.17806111 |
|  6568 |        100 |          3 |      12 |  0.15811777 |  0.36549488 |
|  6569 |        100 |          0 |      -  |          -  |          -  |
|  6570 |        100 |          1 |       9 |          -  |          -  |
|  6571 |        100 |          2 |      -  |  0.42742956 |  0.83170587 |
|  6572 |        100 |          3 |       2 |  0.43865174 |  0.49212846 |
|  6573 |        100 |          0 |      -  |          -  |          -  |
|  6574 |        100 |          1 |      11 |          -  |          -  |
|  6575 |        100 |          2 |      -  |  0.00207945 |  0.45317155 |
|  6576 |        100 |          3 |       2 |  0.82928652 |  0.91866755 |
|  6577 |        100 |          0 |      -  |          -  |          -  |
|  6578 |        100 |          1 |       5 |          -  |          -  |
|  6579 |        100 |          2 |      -  |  0.55883318 |  0.94114012 |
|  6580 |        100 |          3 |      64 |  0.44210368 |  0.62085056 |
|  6581 |        100 |          0 |      -  |          -  |          -  |
|  6582 |        100 |          1 |       5 |          -  |          -  |
|  6583 |        100 |          2 |      -  |  0.06348470 |  0.20267263 |
|  6584 |        100 |          3 |       0 |  0.10057190 |  0.22963184 |
|  6585 |        100 |          0 |      -  |          -  |          -  |
|  6586 |        100 |          1 |       0 |          -  |          -  |
|  6587 |        100 |          2 |      -  |  0.76373750 |  0.81427157 |
|  6588 |        100 |          3 |       5 |  0.07213226 |  0.32332906 |
|  6589 |        100 |          0 |      -  |          -  |          -  |
|  6590 |        100 |          1 |       5 |          -  |          -  |
|  6591 |        100 |          2 |      -  |  0.80931294 |  0.86362064 |
|  6592 |        100 |          3 |       5 |  0.27062279 |  0.70395386 |
|  6593 |        100 |          0 |      -  |          -  |          -  |
|  6594 |        100 |          1 |       5 |          -  |          -  |
|  6595 |        100 |          2 |      -  |  0.52733994 |  0.86383748 |
|  6596 |        100 |          3 |       0 |  0.61998630 |  0.91131079 |
|  6597 |        100 |          0 |      -  |          -  |          -  |
|  6598 |        100 |          1 |       5 |          -  |          -  |
|  6599 |        100 |          2 |      -  |  0.16329420 |  0.49331844 |
|  6600 |        100 |          3 |      11 |  0.43206245 |  0.80949348 |
|  6601 |        100 |          0 |      -  |          -  |          -  |
|  6602 |        100 |          1 |       2 |          -  |          -  |
|  6603 |        100 |          2 |      -  |  0.20094210 |  0.81215477 |
|  6604 |        100 |          3 |       5 |  0.62430352 |  0.69948840 |
|  6605 |        100 |          0 |      -  |          -  |          -  |
|  6606 |        100 |          1 |       0 |          -  |          -  |
|  6607 |        100 |          2 |      -  |  0.23670419 |  0.41167840 |
|  6608 |        100 |          3 |       0 |  0.57390565 |  0.85163605 |
|  6609 |        100 |          0 |      -  |          -  |          -  |
|  6610 |        100 |          1 |       0 |          -  |          -  |
|  6611 |        100 |          2 |      -  |  0.62060553 |  0.91883594 |
|  6612 |        100 |          3 |       4 |  0.01840847 |  0.64173579 |
|  6613 |        100 |          0 |      -  |          -  |          -  |
|  6614 |        100 |          1 |       0 |          -  |          -  |
|  6615 |        100 |          2 |      -  |  0.78910637 |  0.83933991 |
|  6616 |        100 |          0 |      -  |          -  |          -  |
|  6617 |        100 |          1 |       5 |          -  |          -  |
|  6618 |        100 |          2 |      -  |  0.67915577 |  0.68781143 |
|  6619 |        100 |          3 |       0 |  0.38695595 |  0.55995560 |
|  6620 |        100 |          0 |      -  |          -  |          -  |
|  6621 |        100 |          1 |       5 |          -  |          -  |
|  6622 |        100 |          2 |      -  |  0.07344124 |  0.53319806 |
|  6623 |        100 |          3 |       2 |  0.16923101 |  0.79648530 |
|  6624 |        100 |          0 |      -  |          -  |          -  |
|  6625 |        100 |          1 |       5 |          -  |          -  |
|  6626 |        100 |          2 |      -  |  0.62789267 |  0.68158722 |
|  6627 |        100 |          3 |       5 |  0.53052461 |  0.56813622 |
|  6628 |        100 |          0 |      -  |          -  |          -  |
|  6629 |        100 |          1 |       5 |          -  |          -  |
|  6630 |        100 |          2 |      -  |  0.47837302 |  0.91361314 |
|  6631 |        100 |          3 |       5 |  0.68245143 |  0.88672149 |
|  6632 |        100 |          0 |      -  |          -  |          -  |
|  6633 |        100 |          1 |       5 |          -  |          -  |
|  6634 |        100 |          2 |      -  |  0.27180067 |  0.59051907 |
|  6635 |        100 |          3 |       5 |  0.11319079 |  0.14463362 |
|  6636 |        100 |          0 |      -  |          -  |          -  |
|  6637 |        100 |          1 |       5 |          -  |          -  |
|  6638 |        100 |          2 |      -  |  0.68073201 |  0.85013247 |
|  6639 |        100 |          3 |       2 |  0.08520495 |  0.89860016 |
|  6640 |        100 |          0 |      -  |          -  |          -  |
|  6641 |        100 |          1 |       7 |          -  |          -  |
|  6642 |        100 |          2 |      -  |  0.05577299 |  0.25464875 |
|  6643 |        100 |          3 |       0 |  0.15453975 |  0.30428928 |
|  6644 |        100 |          0 |      -  |          -  |          -  |
|  6645 |        100 |          1 |       0 |          -  |          -  |
|  6646 |        100 |          2 |      -  |  0.08828682 |  0.28041294 |
|  6647 |        100 |          3 |       5 |  0.22723070 |  0.74985808 |
|  6648 |        100 |          0 |      -  |          -  |          -  |
|  6649 |        100 |          1 |       2 |          -  |          -  |
|  6650 |        100 |          2 |      -  |  0.03695912 |  0.18872963 |
|  6651 |        100 |          3 |       5 |  0.07006995 |  0.64170355 |
|  6652 |        100 |          0 |      -  |          -  |          -  |
|  6653 |        100 |          1 |       0 |          -  |          -  |
